,Date,Year,Month,Day,TAVE (C),SNOW (in),PRCP (in)
1988,2009-06-11,2009,6,11,16.666666666666668,0.0,0.16
1989,2009-06-12,2009,6,12,21.666666666666668,0.0,0.61
1990,2009-06-13,2009,6,13,19.444444444444443,0.0,0.13
1991,2009-06-14,2009,6,14,18.88888888888889,0.0,0.02
1992,2009-06-15,2009,6,15,18.333333333333332,0.0,0.5
1993,2009-06-16,2009,6,16,17.22222222222222,0.0,0.0
1994,2009-06-17,2009,6,17,16.666666666666668,0.0,0.0
1995,2009-06-18,2009,6,18,16.666666666666668,0.0,2.3
1996,2009-06-19,2009,6,19,21.11111111111111,0.0,0.0
1997,2009-06-20,2009,6,20,19.444444444444443,0.0,0.28
1998,2009-06-21,2009,6,21,21.666666666666668,0.0,0.45
1999,2009-06-22,2009,6,22,21.11111111111111,0.0,0.0
2000,2009-06-23,2009,6,23,22.77777777777778,0.0,0.0
2001,2009-06-24,2009,6,24,21.666666666666668,0.0,0.3
2002,2009-06-25,2009,6,25,22.22222222222222,0.0,0.0
2003,2009-06-26,2009,6,26,23.333333333333332,0.0,0.73
2004,2009-06-27,2009,6,27,22.22222222222222,0.0,0.02
2005,2009-06-28,2009,6,28,22.77777777777778,0.0,0.0
2006,2009-06-29,2009,6,29,22.77777777777778,0.0,0.0
2007,2009-06-30,2009,6,30,23.88888888888889,0.0,0.66
2008,2009-07-01,2009,7,1,23.333333333333332,0.0,0.0
2009,2009-07-02,2009,7,2,21.666666666666668,0.0,0.6
2010,2009-07-03,2009,7,3,22.22222222222222,0.0,0.0
2011,2009-07-04,2009,7,4,22.77777777777778,0.0,0.0
2012,2009-07-05,2009,7,5,21.11111111111111,0.0,0.0
2013,2009-07-06,2009,7,6,22.77777777777778,0.0,0.0
2014,2009-07-07,2009,7,7,21.11111111111111,0.0,0.13
2015,2009-07-08,2009,7,8,20.0,0.0,0.0
2016,2009-07-09,2009,7,9,19.444444444444443,0.0,0.0
2017,2009-7-10,2009,7,10,20.555555555555557,0.0,0.0
2018,2009-07-11,2009,7,11,21.666666666666668,0.0,0.33
2019,2009-07-12,2009,7,12,22.77777777777778,0.0,0.02
2020,2009-07-13,2009,7,13,21.11111111111111,0.0,0.0
2021,2009-07-14,2009,7,14,21.11111111111111,0.0,0.0
2022,2009-07-15,2009,7,15,22.77777777777778,0.0,0.0
2023,2009-07-16,2009,7,16,25.0,0.0,0.0
2024,2009-07-17,2009,7,17,25.0,0.0,0.21
2025,2009-07-18,2009,7,18,24.444444444444443,0.0,0.02
2026,2009-07-19,2009,7,19,22.77777777777778,0.0,0.0
2027,2009-07-20,2009,7,20,23.333333333333332,0.0,0.0
2028,2009-07-21,2009,7,21,20.0,0.0,1.14
2029,2009-07-22,2009,7,22,22.77777777777778,0.0,0.0
2030,2009-07-23,2009,7,23,21.666666666666668,0.0,0.39
2031,2009-07-24,2009,7,24,21.666666666666668,0.0,0.02
2032,2009-07-25,2009,7,25,23.88888888888889,0.0,0.0
2033,2009-07-26,2009,7,26,24.444444444444443,0.0,1.42
2034,2009-07-27,2009,7,27,24.444444444444443,0.0,0.6
2035,2009-07-28,2009,7,28,25.555555555555557,0.0,0.0
2036,2009-07-29,2009,7,29,25.0,0.0,1.52
2037,2009-07-30,2009,7,30,26.11111111111111,0.0,0.0
2038,2009-07-31,2009,7,31,24.444444444444443,0.0,0.71
2039,2009-08-01,2009,8,1,23.333333333333332,0.0,0.0
2040,2009-08-02,2009,8,2,21.666666666666668,0.0,1.05
2041,2009-08-03,2009,8,3,25.0,0.0,0.0
2042,2009-08-04,2009,8,4,24.444444444444443,0.0,0.0
2043,2009-08-05,2009,8,5,26.11111111111111,0.0,0.0
2044,2009-08-06,2009,8,6,22.22222222222222,0.0,0.0
2045,2009-08-07,2009,8,7,22.22222222222222,0.0,0.0
2046,2009-08-08,2009,8,8,21.666666666666668,0.0,0.0
2047,2009-08-09,2009,8,9,23.88888888888889,0.0,0.01
2048,2009-8-10,2009,8,10,26.666666666666668,0.0,0.52
2049,2009-08-11,2009,8,11,27.77777777777778,0.0,0.0
2050,2009-08-12,2009,8,12,23.88888888888889,0.0,0.0
2051,2009-08-13,2009,8,13,21.11111111111111,0.0,0.02
2052,2009-08-14,2009,8,14,25.0,0.0,0.0
2053,2009-08-15,2009,8,15,26.11111111111111,0.0,0.0
2054,2009-08-16,2009,8,16,27.77777777777778,0.0,0.0
2055,2009-08-17,2009,8,17,28.88888888888889,0.0,0.0
2056,2009-08-18,2009,8,18,26.11111111111111,0.0,0.64
2057,2009-08-19,2009,8,19,27.22222222222222,0.0,0.0
2058,2009-08-20,2009,8,20,27.77777777777778,0.0,0.0
2059,2009-08-21,2009,8,21,27.22222222222222,0.0,0.13
2060,2009-08-22,2009,8,22,24.444444444444443,0.0,0.74
2061,2009-08-23,2009,8,23,26.11111111111111,0.0,0.02
2062,2009-08-24,2009,8,24,24.444444444444443,0.0,0.0
2063,2009-08-25,2009,8,25,24.444444444444443,0.0,0.0
2064,2009-08-26,2009,8,26,25.555555555555557,0.0,0.03
2065,2009-08-27,2009,8,27,22.77777777777778,0.0,0.0
2066,2009-08-28,2009,8,28,20.0,0.0,0.51
2067,2009-08-29,2009,8,29,21.11111111111111,0.0,0.55
2068,2009-08-30,2009,8,30,23.333333333333332,0.0,0.0
2069,2009-08-31,2009,8,31,19.444444444444443,0.0,0.0
2070,2009-09-01,2009,9,1,18.88888888888889,0.0,0.0
2071,2009-09-02,2009,9,2,19.444444444444443,0.0,0.0
2072,2009-09-03,2009,9,3,21.11111111111111,0.0,0.0
2073,2009-09-04,2009,9,4,22.77777777777778,0.0,0.0
2074,2009-09-05,2009,9,5,25.0,0.0,0.0
2075,2009-09-06,2009,9,6,20.555555555555557,0.0,0.0
2076,2009-09-07,2009,9,7,19.444444444444443,0.0,0.0
2077,2009-09-08,2009,9,8,20.0,0.0,0.0
2078,2009-09-09,2009,9,9,21.11111111111111,0.0,0.0
2079,2009-9-10,2009,9,10,17.77777777777778,0.0,0.0
2080,2009-09-11,2009,9,11,16.11111111111111,0.0,0.84
2081,2009-09-12,2009,9,12,18.333333333333332,0.0,0.03
2082,2009-09-13,2009,9,13,22.22222222222222,0.0,0.0
2083,2009-09-14,2009,9,14,20.555555555555557,0.0,0.0
2084,2009-09-15,2009,9,15,21.666666666666668,0.0,0.0
2085,2009-09-16,2009,9,16,19.444444444444443,0.0,0.0
2086,2009-09-17,2009,9,17,15.0,0.0,0.01
2087,2009-09-18,2009,9,18,18.333333333333332,0.0,0.0
2088,2009-09-19,2009,9,19,16.666666666666668,0.0,0.0
2089,2009-09-20,2009,9,20,17.77777777777778,0.0,0.0
2090,2009-09-21,2009,9,21,18.88888888888889,0.0,0.0
2091,2009-09-22,2009,9,22,20.555555555555557,0.0,0.0
2092,2009-09-23,2009,9,23,23.88888888888889,0.0,0.0
2093,2009-09-24,2009,9,24,23.333333333333332,0.0,0.03
2094,2009-09-25,2009,9,25,17.22222222222222,0.0,0.0
2095,2009-09-26,2009,9,26,16.11111111111111,0.0,0.14
2096,2009-09-27,2009,9,27,17.77777777777778,0.0,1.03
2097,2009-09-28,2009,9,28,18.333333333333332,0.0,0.18
2098,2009-09-29,2009,9,29,15.555555555555555,0.0,0.0
2099,2009-09-30,2009,9,30,12.777777777777779,0.0,0.0
2100,2009-10-1,2009,10,1,10.555555555555555,0.0,0.0
2101,2009-10-2,2009,10,2,13.333333333333334,0.0,0.06
2102,2009-10-3,2009,10,3,19.444444444444443,0.0,0.29
2103,2009-10-4,2009,10,4,18.88888888888889,0.0,0.0
2104,2009-10-5,2009,10,5,15.555555555555555,0.0,0.0
2105,2009-10-6,2009,10,6,14.444444444444445,0.0,0.0
2106,2009-10-7,2009,10,7,17.22222222222222,0.0,0.16
2107,2009-10-8,2009,10,8,14.444444444444445,0.0,0.0
2108,2009-10-9,2009,10,9,17.77777777777778,0.0,0.03
2109,2009-10-10,2009,10,10,14.444444444444445,0.0,0.0
2110,2009-10-11,2009,10,11,12.777777777777779,0.0,0.0
2111,2009-10-12,2009,10,12,8.88888888888889,0.0,0.0
2112,2009-10-13,2009,10,13,12.777777777777779,0.0,0.0
2113,2009-10-14,2009,10,14,8.333333333333334,0.0,0.0
2114,2009-10-15,2009,10,15,5.555555555555555,0.0,0.59
2115,2009-10-16,2009,10,16,5.555555555555555,0.0,0.05
2116,2009-10-17,2009,10,17,7.222222222222222,0.0,0.03
2117,2009-10-18,2009,10,18,6.111111111111111,0.0,0.29
2118,2009-10-19,2009,10,19,7.777777777777778,0.0,0.0
2119,2009-10-20,2009,10,20,12.777777777777779,0.0,0.0
2120,2009-10-21,2009,10,21,15.555555555555555,0.0,0.0
2121,2009-10-22,2009,10,22,17.77777777777778,0.0,0.0
2122,2009-10-23,2009,10,23,13.88888888888889,0.0,0.19
2123,2009-10-24,2009,10,24,15.0,0.0,1.81
2124,2009-10-25,2009,10,25,13.88888888888889,0.0,0.0
2125,2009-10-26,2009,10,26,11.666666666666666,0.0,0.0
2126,2009-10-27,2009,10,27,11.666666666666666,0.0,0.62
2127,2009-10-28,2009,10,28,12.222222222222221,0.0,1.29
2128,2009-10-29,2009,10,29,11.666666666666666,0.0,0.0
2129,2009-10-30,2009,10,30,13.333333333333334,0.0,0.0
2130,2009-10-31,2009,10,31,17.22222222222222,0.0,0.17
2131,2009-11-01,2009,11,1,12.222222222222221,0.0,0.01
2132,2009-11-02,2009,11,2,10.555555555555555,0.0,0.0
2133,2009-11-03,2009,11,3,11.11111111111111,0.0,0.0
2134,2009-11-04,2009,11,4,8.333333333333334,0.0,0.0
2135,2009-11-05,2009,11,5,8.88888888888889,0.0,0.0
2136,2009-11-06,2009,11,6,6.666666666666667,0.0,0.0
2137,2009-11-07,2009,11,7,6.666666666666667,0.0,0.0
2138,2009-11-08,2009,11,8,14.444444444444445,0.0,0.0
2139,2009-11-09,2009,11,9,14.444444444444445,0.0,0.0
2140,2009-11-10,2009,11,10,16.11111111111111,0.0,0.0
2141,2009-11-11,2009,11,11,11.666666666666666,0.0,0.0
2142,2009-11-12,2009,11,12,8.88888888888889,0.0,0.07
2143,2009-11-13,2009,11,13,11.11111111111111,0.0,0.04
2144,2009-11-14,2009,11,14,12.777777777777779,0.0,0.49
2145,2009-11-15,2009,11,15,15.555555555555555,0.0,0.02
2146,2009-11-16,2009,11,16,12.222222222222221,0.0,0.0
2147,2009-11-17,2009,11,17,10.555555555555555,0.0,0.0
2148,2009-11-18,2009,11,18,8.88888888888889,0.0,0.0
2149,2009-11-19,2009,11,19,11.666666666666666,0.0,0.18
2150,2009-11-20,2009,11,20,12.777777777777779,0.0,0.5
2151,2009-11-21,2009,11,21,11.11111111111111,0.0,0.0
2152,2009-11-22,2009,11,22,10.0,0.0,0.0
2153,2009-11-23,2009,11,23,8.333333333333334,0.0,0.0
2154,2009-11-24,2009,11,24,11.666666666666666,0.0,0.0
2155,2009-11-25,2009,11,25,10.0,0.0,0.03
2156,2009-11-26,2009,11,26,12.222222222222221,0.0,0.0
2157,2009-11-27,2009,11,27,8.333333333333334,0.0,0.0
2158,2009-11-28,2009,11,28,7.777777777777778,0.0,0.0
2159,2009-11-29,2009,11,29,9.444444444444445,0.0,0.0
2160,2009-11-30,2009,11,30,9.444444444444445,0.0,0.27
2161,2009-12-01,2009,12,1,5.0,0.0,0.0
2162,2009-12-02,2009,12,2,9.444444444444445,0.0,0.45
2163,2009-12-03,2009,12,3,14.444444444444445,0.0,0.73
2164,2009-12-04,2009,12,4,8.88888888888889,0.0,0.0
2165,2009-12-05,2009,12,5,3.888888888888889,0.0,0.64
2166,2009-12-06,2009,12,6,2.2222222222222223,0.0,0.0
2167,2009-12-07,2009,12,7,2.2222222222222223,0.0,0.0
2168,2009-12-08,2009,12,8,3.888888888888889,0.0,0.0
2169,2009-12-09,2009,12,9,6.111111111111111,0.0,1.48
2170,2009-12-10,2009,12,10,2.7777777777777777,0.0,0.0
2171,2009-12-11,2009,12,11,-3.888888888888889,0.0,0.0
2172,2009-12-12,2009,12,12,-0.5555555555555556,0.0,0.0
2173,2009-12-13,2009,12,13,6.111111111111111,0.0,0.95
2174,2009-12-14,2009,12,14,6.111111111111111,0.0,0.0
2175,2009-12-15,2009,12,15,8.333333333333334,0.0,0.0
2176,2009-12-16,2009,12,16,1.6666666666666667,0.0,0.0
2177,2009-12-17,2009,12,17,-3.3333333333333335,0.0,0.0
2178,2009-12-18,2009,12,18,-5.0,0.0,0.0
2179,2009-12-19,2009,12,19,-3.3333333333333335,9.1,0.61
2180,2009-12-20,2009,12,20,-2.2222222222222223,1.8,0.13
2181,2009-12-21,2009,12,21,0.0,0.0,0.0
2182,2009-12-22,2009,12,22,-1.1111111111111112,0.0,0.0
2183,2009-12-23,2009,12,23,-3.888888888888889,0.0,0.0
2184,2009-12-24,2009,12,24,0.0,0.0,0.0
2185,2009-12-25,2009,12,25,2.2222222222222223,0.0,0.24
2186,2009-12-26,2009,12,26,7.777777777777778,0.0,1.48
2187,2009-12-27,2009,12,27,8.88888888888889,0.0,0.33
2188,2009-12-28,2009,12,28,2.7777777777777777,0.0,0.0
2189,2009-12-29,2009,12,29,-4.444444444444445,0.0,0.0
2190,2009-12-30,2009,12,30,-3.3333333333333335,0.0,0.0
2191,2009-12-31,2009,12,31,0.0,1.5,0.23
2192,2010-01-01,2010,1,1,2.7777777777777777,0.0,0.03
2193,2010-01-02,2010,1,2,-3.3333333333333335,0.2,0.02
2194,2010-01-03,2010,1,3,-6.666666666666667,0.0,0.0
2195,2010-01-04,2010,1,4,-3.888888888888889,0.0,0.0
2196,2010-01-05,2010,1,5,-3.888888888888889,0.0,0.0
2197,2010-01-06,2010,1,6,-1.1111111111111112,0.0,0.0
2198,2010-01-07,2010,1,7,1.1111111111111112,0.0,0.0
2199,2010-01-08,2010,1,8,-2.2222222222222223,0.6,0.05
2200,2010-01-09,2010,1,9,-4.444444444444445,0.0,0.0
2201,2010-1-10,2010,1,10,-6.111111111111111,0.0,0.0
2202,2010-01-11,2010,1,11,-3.3333333333333335,0.0,0.0
2203,2010-01-12,2010,1,12,-1.1111111111111112,0.0,0.0
2204,2010-01-13,2010,1,13,-1.1111111111111112,0.0,0.0
2205,2010-01-14,2010,1,14,2.2222222222222223,0.0,0.0
2206,2010-01-15,2010,1,15,6.111111111111111,0.0,0.0
2207,2010-01-16,2010,1,16,6.666666666666667,0.0,0.0
2208,2010-01-17,2010,1,17,5.0,0.0,0.57
2209,2010-01-18,2010,1,18,6.666666666666667,0.0,0.05
2210,2010-01-19,2010,1,19,6.666666666666667,0.0,0.0
2211,2010-01-20,2010,1,20,3.3333333333333335,0.0,0.0
2212,2010-01-21,2010,1,21,2.2222222222222223,0.0,0.0
2213,2010-01-22,2010,1,22,3.3333333333333335,0.0,0.0
2214,2010-01-23,2010,1,23,1.1111111111111112,0.0,0.0
2215,2010-01-24,2010,1,24,5.0,0.0,0.02
2216,2010-01-25,2010,1,25,11.666666666666666,0.0,1.25
2217,2010-01-26,2010,1,26,5.555555555555555,0.0,0.0
2218,2010-01-27,2010,1,27,1.6666666666666667,0.0,0.0
2219,2010-01-28,2010,1,28,-0.5555555555555556,1.3,0.09
2220,2010-01-29,2010,1,29,-6.666666666666667,0.0,0.0
2221,2010-01-30,2010,1,30,-8.333333333333334,0.0,0.0
2222,2010-01-31,2010,1,31,-5.555555555555555,0.0,0.0
2223,2010-02-01,2010,2,1,-1.1111111111111112,0.0,0.0
2224,2010-02-02,2010,2,2,-1.1111111111111112,0.8,0.03
2225,2010-02-03,2010,2,3,1.1111111111111112,0.2,0.06
2226,2010-02-04,2010,2,4,0.5555555555555556,0.0,0.0
2227,2010-02-05,2010,2,5,0.5555555555555556,0.0,0.0
2228,2010-02-06,2010,2,6,-2.7777777777777777,0.0,0.0
2229,2010-02-07,2010,2,7,-3.3333333333333335,0.0,0.0
2230,2010-02-08,2010,2,8,-1.1111111111111112,0.0,0.0
2231,2010-02-09,2010,2,9,1.6666666666666667,0.0,0.0
2232,2010-2-10,2010,2,10,0.0,10.0,1.33
2233,2010-02-11,2010,2,11,0.5555555555555556,0.0,0.0
2234,2010-02-12,2010,2,12,0.0,0.0,0.0
2235,2010-02-13,2010,2,13,-2.2222222222222223,0.0,0.0
2236,2010-02-14,2010,2,14,1.1111111111111112,0.0,0.0
2237,2010-02-15,2010,2,15,1.1111111111111112,0.0,0.01
2238,2010-02-16,2010,2,16,-0.5555555555555556,5.0,0.43
2239,2010-02-17,2010,2,17,-0.5555555555555556,0.0,0.0
2240,2010-02-18,2010,2,18,2.2222222222222223,0.0,0.0
2241,2010-02-19,2010,2,19,3.888888888888889,0.0,0.0
2242,2010-02-20,2010,2,20,4.444444444444445,0.0,0.0
2243,2010-02-21,2010,2,21,4.444444444444445,0.0,0.0
2244,2010-02-22,2010,2,22,2.7777777777777777,0.0,0.03
2245,2010-02-23,2010,2,23,2.7777777777777777,0.0,1.2
2246,2010-02-24,2010,2,24,3.888888888888889,0.0,0.42
2247,2010-02-25,2010,2,25,0.5555555555555556,9.4,2.0
2248,2010-02-26,2010,2,26,-1.1111111111111112,11.5,1.17
2249,2010-02-27,2010,2,27,1.1111111111111112,0.0,0.01
2250,2010-02-28,2010,2,28,2.7777777777777777,0.0,0.0
2251,2010-03-01,2010,3,1,5.555555555555555,0.0,0.0
2252,2010-03-02,2010,3,2,5.555555555555555,0.0,0.01
2253,2010-03-03,2010,3,3,3.3333333333333335,0.0,0.07
2254,2010-03-04,2010,3,4,5.0,0.0,0.0
2255,2010-03-05,2010,3,5,5.555555555555555,0.0,0.0
2256,2010-03-06,2010,3,6,6.111111111111111,0.0,0.0
2257,2010-03-07,2010,3,7,8.333333333333334,0.0,0.0
2258,2010-03-08,2010,3,8,10.555555555555555,0.0,0.0
2259,2010-03-09,2010,3,9,11.666666666666666,0.0,0.0
2260,2010-3-10,2010,3,10,10.555555555555555,0.0,0.0
2261,2010-03-11,2010,3,11,8.88888888888889,0.0,0.0
2262,2010-03-12,2010,3,12,5.0,0.0,0.21
2263,2010-03-13,2010,3,13,5.555555555555555,0.0,3.86
2264,2010-03-14,2010,3,14,8.333333333333334,0.0,0.24
2265,2010-03-15,2010,3,15,6.666666666666667,0.0,0.33
2266,2010-03-16,2010,3,16,11.11111111111111,0.0,0.0
2267,2010-03-17,2010,3,17,12.777777777777779,0.0,0.0
2268,2010-03-18,2010,3,18,15.555555555555555,0.0,0.0
2269,2010-03-19,2010,3,19,16.11111111111111,0.0,0.0
2270,2010-03-20,2010,3,20,17.77777777777778,0.0,0.0
2271,2010-03-21,2010,3,21,14.444444444444445,0.0,0.0
2272,2010-03-22,2010,3,22,12.222222222222221,0.0,1.34
2273,2010-03-23,2010,3,23,9.444444444444445,0.0,0.11
2274,2010-03-24,2010,3,24,11.11111111111111,0.0,0.0
2275,2010-03-25,2010,3,25,12.777777777777779,0.0,0.0
2276,2010-03-26,2010,3,26,6.111111111111111,0.0,0.14
2277,2010-03-27,2010,3,27,2.7777777777777777,0.0,0.0
2278,2010-03-28,2010,3,28,6.111111111111111,0.0,0.34
2279,2010-03-29,2010,3,29,10.555555555555555,0.0,1.58
2280,2010-03-30,2010,3,30,7.777777777777778,0.0,2.45
2281,2010-03-31,2010,3,31,10.555555555555555,0.0,0.01
2282,2010-04-01,2010,4,1,15.0,0.0,0.0
2283,2010-04-02,2010,4,2,14.444444444444445,0.0,0.0
2284,2010-04-03,2010,4,3,13.88888888888889,0.0,0.0
2285,2010-04-04,2010,4,4,16.666666666666668,0.0,0.0
2286,2010-04-05,2010,4,5,18.88888888888889,0.0,0.0
2287,2010-04-06,2010,4,6,20.0,0.0,0.0
2288,2010-04-07,2010,4,7,23.333333333333332,0.0,0.0
2289,2010-04-08,2010,4,8,22.22222222222222,0.0,0.0
2290,2010-04-09,2010,4,9,13.333333333333334,0.0,0.3
2291,2010-4-10,2010,4,10,11.11111111111111,0.0,0.0
2292,2010-04-11,2010,4,11,17.77777777777778,0.0,0.0
2293,2010-04-12,2010,4,12,15.555555555555555,0.0,0.0
2294,2010-04-13,2010,4,13,11.11111111111111,0.0,0.0
2295,2010-04-14,2010,4,14,13.333333333333334,0.0,0.0
2296,2010-04-15,2010,4,15,16.666666666666668,0.0,0.0
2297,2010-04-16,2010,4,16,11.11111111111111,0.0,0.31
2298,2010-04-17,2010,4,17,10.0,0.0,0.01
2299,2010-04-18,2010,4,18,10.0,0.0,0.0
2300,2010-04-19,2010,4,19,12.777777777777779,0.0,0.0
2301,2010-04-20,2010,4,20,15.0,0.0,0.0
2302,2010-04-21,2010,4,21,16.11111111111111,0.0,0.03
2303,2010-04-22,2010,4,22,16.666666666666668,0.0,0.0
2304,2010-04-23,2010,4,23,13.333333333333334,0.0,0.0
2305,2010-04-24,2010,4,24,13.88888888888889,0.0,0.0
2306,2010-04-25,2010,4,25,9.444444444444445,0.0,1.6
2307,2010-04-26,2010,4,26,10.555555555555555,0.0,0.69
2308,2010-04-27,2010,4,27,10.0,0.0,0.05
2309,2010-04-28,2010,4,28,8.88888888888889,0.0,0.0
2310,2010-04-29,2010,4,29,13.88888888888889,0.0,0.0
2311,2010-04-30,2010,4,30,19.444444444444443,0.0,0.0
2312,2010-05-01,2010,5,1,23.88888888888889,0.0,0.0
2313,2010-05-02,2010,5,2,25.0,0.0,0.0
2314,2010-05-03,2010,5,3,23.333333333333332,0.0,1.29
2315,2010-05-04,2010,5,4,22.22222222222222,0.0,0.0
2316,2010-05-05,2010,5,5,20.555555555555557,0.0,0.0
2317,2010-05-06,2010,5,6,20.555555555555557,0.0,0.0
2318,2010-05-07,2010,5,7,17.22222222222222,0.0,0.0
2319,2010-05-08,2010,5,8,17.22222222222222,0.0,0.04
2320,2010-05-09,2010,5,9,8.88888888888889,0.0,0.0
2321,2010-5-10,2010,5,10,10.555555555555555,0.0,0.0
2322,2010-05-11,2010,5,11,10.0,0.0,0.03
2323,2010-05-12,2010,5,12,7.777777777777778,0.0,0.43
2324,2010-05-13,2010,5,13,12.777777777777779,0.0,0.0
2325,2010-05-14,2010,5,14,20.0,0.0,0.04
2326,2010-05-15,2010,5,15,19.444444444444443,0.0,0.0
2327,2010-05-16,2010,5,16,17.22222222222222,0.0,0.0
2328,2010-05-17,2010,5,17,18.333333333333332,0.0,0.0
2329,2010-05-18,2010,5,18,13.333333333333334,0.0,1.09
2330,2010-05-19,2010,5,19,13.88888888888889,0.0,0.0
2331,2010-05-20,2010,5,20,19.444444444444443,0.0,0.0
2332,2010-05-21,2010,5,21,22.77777777777778,0.0,0.0
2333,2010-05-22,2010,5,22,18.88888888888889,0.0,0.0
2334,2010-05-23,2010,5,23,18.333333333333332,0.0,0.0
2335,2010-05-24,2010,5,24,19.444444444444443,0.0,0.03
2336,2010-05-25,2010,5,25,22.22222222222222,0.0,0.0
2337,2010-05-26,2010,5,26,26.11111111111111,0.0,0.0
2338,2010-05-27,2010,5,27,20.555555555555557,0.0,0.06
2339,2010-05-28,2010,5,28,17.22222222222222,0.0,0.0
2340,2010-05-29,2010,5,29,20.555555555555557,0.0,0.0
2341,2010-05-30,2010,5,30,24.444444444444443,0.0,0.0
2342,2010-05-31,2010,5,31,25.555555555555557,0.0,0.0
2343,2010-06-01,2010,6,1,24.444444444444443,0.0,0.0
2344,2010-06-02,2010,6,2,25.0,0.0,0.0
2345,2010-06-03,2010,6,3,25.0,0.0,0.0
2346,2010-06-04,2010,6,4,26.666666666666668,0.0,0.0
2347,2010-06-05,2010,6,5,27.77777777777778,0.0,0.0
2348,2010-06-06,2010,6,6,23.88888888888889,0.0,0.02
2349,2010-06-07,2010,6,7,18.88888888888889,0.0,0.0
2350,2010-06-08,2010,6,8,19.444444444444443,0.0,0.0
2351,2010-06-09,2010,6,9,17.22222222222222,0.0,0.89
2352,2010-6-10,2010,6,10,18.88888888888889,0.0,0.25
2353,2010-06-11,2010,6,11,18.333333333333332,0.0,0.0
2354,2010-06-12,2010,6,12,21.11111111111111,0.0,0.0
2355,2010-06-13,2010,6,13,22.22222222222222,0.0,0.3
2356,2010-06-14,2010,6,14,22.22222222222222,0.0,0.01
2357,2010-06-15,2010,6,15,22.77777777777778,0.0,0.0
2358,2010-06-16,2010,6,16,21.11111111111111,0.0,0.0
2359,2010-06-17,2010,6,17,21.11111111111111,0.0,0.45
2360,2010-06-18,2010,6,18,22.77777777777778,0.0,0.0
2361,2010-06-19,2010,6,19,22.77777777777778,0.0,0.0
2362,2010-06-20,2010,6,20,26.666666666666668,0.0,0.0
2363,2010-06-21,2010,6,21,26.11111111111111,0.0,0.0
2364,2010-06-22,2010,6,22,26.11111111111111,0.0,0.27
2365,2010-06-23,2010,6,23,26.666666666666668,0.0,0.0
2366,2010-06-24,2010,6,24,28.88888888888889,0.0,0.0
2367,2010-06-25,2010,6,25,26.11111111111111,0.0,0.0
2368,2010-06-26,2010,6,26,26.666666666666668,0.0,0.0
2369,2010-06-27,2010,6,27,27.22222222222222,0.0,0.0
2370,2010-06-28,2010,6,28,29.444444444444443,0.0,0.01
2371,2010-06-29,2010,6,29,27.22222222222222,0.0,0.0
2372,2010-06-30,2010,6,30,21.666666666666668,0.0,0.0
2373,2010-07-01,2010,7,1,21.11111111111111,0.0,0.0
2374,2010-07-02,2010,7,2,22.22222222222222,0.0,0.0
2375,2010-07-03,2010,7,3,25.0,0.0,0.0
2376,2010-07-04,2010,7,4,29.444444444444443,0.0,0.0
2377,2010-07-05,2010,7,5,31.11111111111111,0.0,0.0
2378,2010-07-06,2010,7,6,33.333333333333336,0.0,0.0
2379,2010-07-07,2010,7,7,32.22222222222222,0.0,0.0
2380,2010-07-08,2010,7,8,28.333333333333332,0.0,0.0
2381,2010-07-09,2010,7,9,28.333333333333332,0.0,0.02
2382,2010-7-10,2010,7,10,25.555555555555557,0.0,0.0
2383,2010-07-11,2010,7,11,28.333333333333332,0.0,0.0
2384,2010-07-12,2010,7,12,28.88888888888889,0.0,0.0
2385,2010-07-13,2010,7,13,25.555555555555557,0.0,0.84
2386,2010-07-14,2010,7,14,24.444444444444443,0.0,0.45
2387,2010-07-15,2010,7,15,26.666666666666668,0.0,0.0
2388,2010-07-16,2010,7,16,28.88888888888889,0.0,0.0
2389,2010-07-17,2010,7,17,29.444444444444443,0.0,0.0
2390,2010-07-18,2010,7,18,30.0,0.0,0.0
2391,2010-07-19,2010,7,19,27.77777777777778,0.0,0.15
2392,2010-07-20,2010,7,20,27.77777777777778,0.0,0.0
2393,2010-07-21,2010,7,21,29.444444444444443,0.0,0.0
2394,2010-07-22,2010,7,22,27.77777777777778,0.0,0.0
2395,2010-07-23,2010,7,23,26.666666666666668,0.0,0.7
2396,2010-07-24,2010,7,24,31.666666666666668,0.0,0.0
2397,2010-07-25,2010,7,25,27.77777777777778,0.0,0.35
2398,2010-07-26,2010,7,26,25.555555555555557,0.0,0.0
2399,2010-07-27,2010,7,27,27.22222222222222,0.0,0.0
2400,2010-07-28,2010,7,28,27.77777777777778,0.0,0.0
2401,2010-07-29,2010,7,29,27.77777777777778,0.0,0.09
2402,2010-07-30,2010,7,30,24.444444444444443,0.0,0.0
2403,2010-07-31,2010,7,31,24.444444444444443,0.0,0.0
2404,2010-08-01,2010,8,1,23.88888888888889,0.0,0.0
2405,2010-08-02,2010,8,2,25.0,0.0,0.0
2406,2010-08-03,2010,8,3,26.11111111111111,0.0,0.0
2407,2010-08-04,2010,8,4,28.333333333333332,0.0,0.0
2408,2010-08-05,2010,8,5,30.0,0.0,0.02
2409,2010-08-06,2010,8,6,26.666666666666668,0.0,0.0
2410,2010-08-07,2010,8,7,25.555555555555557,0.0,0.0
2411,2010-08-08,2010,8,8,27.22222222222222,0.0,0.0
2412,2010-08-09,2010,8,9,28.88888888888889,0.0,0.0
